ISBN,Імʼя автора,Жанр книги,Мова,Мова оригіналу,Назва видавця,Назва книги,Оригінальна назва,Перекладач,Рік видання
978-966-97977-5-9,О. Декань,Фентезі,українська,,Видавництво ТУТ,Кайдашева сім’я проти зомбі,,,2024.0
978-617-12-7938-4,О. Кір’ян,Сучасні автори,українська,,КСД,Цвіте терен,,,2020.0
978-966-688-111-6,А. Мішо,Детективи,українська,,Нора Друк,Пограниччя,,,2023.0
978-617-09-7035-0,М. Раткоські,Фентезі,українська,,Ранок,Прокляття переможця. Книга 1,,,2021.0
978-617-679-910-8,Террі Пратчетт,Фентезі,українська,,Видавництво Старого Лева,Джинґо,,Марта Сахно,2021.0
978-966-948-765-0,Л. Моріарті,Сучасні автори,українська,,Видавнича група КМ-БУКС,Дев’ять незнайомців,,,2023.0
978-617-8120-62-7,С. Інґ,Сучасні автори,українська,,Наш формат,Усюди жевріють пожежі,,,2023.0
978-617-548-013-7,Кнут Гамсун,Класична література,українська,,Bookchef,Голод,,,2023.0
978-966-982-993-1,Ґабріель Зевін,Сучасні автори,українська,,Віват,"Завтра, завтра, завтра",,,2023.0
978-617-12-9800-2,Ф. Флеґґ,Сучасні автори,українська,англійська,КСД,Різдво з червоним кардиналом,,,2022.0
978-617-12-6049-8,А. Кокотюха,Історична та пригодницька проза,українська,,КСД,Багряний рейд,,,2019.0
978-617-12-4750-5,Е. М. Ремарк,Класична література,українська,німецька,КСД,Тріумфальна арка,Arc de Triomphe,,2018.0
978-617-548-099-1,Джон Фаулз,Сучасні автори,українська,,Bookchef,Маг,,,2022.0
978-617-8024-45-1,С. Жадан,Сучасні автори,українська,,Meridian Czernowitz,Скрипниківка,,,2023.0
978-617-12-9152-2,С. Кінг,Фантастика,українська,англійська,КСД,Згодом,Later,О. М. Любенко,
978-617-548-238-4,"К. Скотт, А. Р. Ваггенер, К. Е. Вест",Фантастика,українська,,Bookchef,Жахастики Фазбера. Хватько. Книга 2,,,2024.0
978-617-7678-96-9,Ідзумі Міцу,Комікси та манґи,українська,,Наша Ідея,"Чарівник Бібліотеки, Том 1",,,2023.0
978-617-522-251-5,М. Бенедикт,Історична та пригодницька проза,українська,,Ще одну сторінку,Єдина жінка в кімнаті,,,2024.0
978-617-12-7648-2,А. Крісті,Детективи,українська,англійська,КСД,Смерть лорда Еджвера,Lord Edgware Dies,Н. Ю. Хаєцька,2020.0
978-617-12-9969-6,Талан С.,Сучасні автори,українська,,КСД,Осіння весна,,,2023.0
978-617-12-9308-3,Д. Гнатко,Історична та пригодницька проза,українська,,КСД,Радислава. Історія одного кохання,,,
978-617-7782-43-7,Бартош Штибор,Комікси та манґи,українська,,Vovkulaka,Cyberpunk 2077. Мрії великого міста,,,2024.0
978-617-8383-43-5,Аннет Марі,Фентезі,українська,,Nebo Booklab Publishing,Безсмертний вогонь. Книга 3,,,2024.0
978-966-982-903-0,І. Грабовська,Фентезі,українська,,Віват,Зірки й кістки. Трилогія «Замок із кришталю»,,,2022.0
978-966-982-738-8,Румаан Алам,Сучасні автори,українська,,Віват,Ілюзія безпеки,,,2023.0
978-617-802-401-7,С. Жадан,Сучасні автори,українська,,Meridian Czernowitz,Інтернат,,,2017.0
978-617-8286-14-9,Т. Асплера,Історична та пригодницька проза,українська,,Книголав,Смак ворога,,,2024.0
978-617-12-3202-0,Е. М. Ремарк,Класична література,українська,німецька,КСД,Три товариші,Drei Kameraden,,2017.0
978-617-15-0378-6,В`єт Тан Нґуєн,Сучасні автори,українська,англійська,КСД,Симпатик,The Sympathizer,,2023.0
978-617-8373-42-9,Е. Лім,Фентезі,українська,,Видавництво РМ,Шість багряних журавлів + суперобкладинка,,,2024.0
978-617-8383-41-1,В. Е. Шваб,Фантастика,українська,,Nebo Booklab Publishing,Зловісний. Книга 1,,,2024.0
978-617-12-4948-6,Т. Ґеррітсен,Трилери та жахи,українська,англійська,КСД,Двійник. Книга 4,Body Double,О. В. Оксенич,2018.0
978-617-7885-73-2,,Комікси та манґи,українська,,Molfar Comics,Наречена чаклуна. Том 2,,,2023.0
978-966-948-416-1,Джордж Р.Р. Мартін,Фентезі,українська,,Видавнича група КМ-БУКС,Бенкет круків. Пісня льоду й полум’я. Книга 4,,,2020.0
978-617-15-0629-9,Д. Воронський,Історична та пригодницька проза,українська,,КСД,Самійло Кошич. Чорноморський похід,,,2024.0
978-966-688-113-0,Ієн Ренкін,Детективи,українська,,Нора Друк,У домі омани,,,2023.0
978-617-15-0522-3,Н. Робертс,Романтична проза,українська,англійська,КСД,Пробудження. Спадщина драконового серця. Книга 1,THE AWAKENING,Базалій Яніна,2024.0
978-617-15-0797-5,Рейвен Кеннеді,Фентезі,українська,англійська,КСД,Спалах. Книга 3,Gleam,Вячеслав Вдовенко,2024.0
978-617-15-0626-8,К. Хантер,Трилери та жахи,українська,англійська,КСД,Ворог дуже близько. Книга 1,Close to Home,Івахненко Антоніна,2024.0
978-617-12-5118-2,Д. Кіз,Сучасні автори,українська,англійська,КСД,Доторк,The Touch,В. І. Куч,2019.0
978-617-8012-16-8,Дж. Кауфманн,Сучасні автори,українська,,Книголав,Кравчиня з Парижа,,,2022.0
978-617-7279-49-4,К. Генна,Сучасні автори,українська,,Наш формат,Соловей,,,2016.0
978-617-12-9282-6,Л. Дашвар,Сучасні автори,українська,,КСД,РАЙ.центр,,,2022.0
978-617-170-277-6,Сіжань Джей Джао,Фентезі,українська,,Віват,Залізна вдова,,,2023.0
978-617-8178-04-8,С. Кострикіна,Детективи,українська,,Віхола,Мертва жива вода,,,20204.0
978-966-948-862-6,С. Ґарбер,Фентезі,українська,,Видавнича група КМ-БУКС,Легенда. Книга 2,,,2024.0
978-617-15-0013-6,С. Кінг,Фентезі,українська,англійська,КСД,Казка,Fairy Tale,"Захарченко Ольга, Любенко Олена",2023.0
